ships,dates
Midoriya Inko & Midoriya Izuku,17 Jul 2022
Midoriya Izuku & OC,17 Jul 2022
Midoriya Inko & OC,17 Jul 2022
Bakugou Katsuki & Midoriya Izuku,17 Jul 2022
Bakugou Katsuki & Bakugou Masaru & Bakugou Mitsuki,17 Jul 2022
Bakugou Katsuki & Kariage | Bakugou Katsuki's Friend with the Undercut,17 Jul 2022
,16 Jul 2022
Midoriya Izuku/Shinsou Hitoshi,17 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,17 Jul 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,17 Jul 2022
Shinsou Hitoshi & Yamada Hizashi | Present Mic,17 Jul 2022
Bakugou Katsuki/Midoriya Izuku,16 Jul 2022
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,14 Jul 2022
Bakugou Katsuki & Midoriya Izuku,14 Jul 2022
Midoriya Inko & Midoriya Izuku,14 Jul 2022
Bakugou Masaru & Midoriya Inko,14 Jul 2022
Bakugou Mitsuki & Midoriya Inko,14 Jul 2022
Bakugou Masaru/Bakugou Mitsuki,14 Jul 2022
Bakugou Mitsuki/Midoriya Inko,14 Jul 2022
Midoriya Izuku/Shinsou Hitoshi,14 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,14 Jul 2022
Sero Hanta/Todoroki Shouto,14 Jul 2022
Iida Tenya/Reader,14 Jul 2022
Shinsou Hitoshi & Tokoyami Fumikage,14 Jul 2022
Bakugou Katsuki/Todoroki Shouto,14 Jul 2022
Asui Tsuyu/Uraraka Ochako,14 Jul 2022
Kirishima Eijirou/Midoriya Izuku,14 Jul 2022
Jirou Kyouka/Yaoyorozu Momo,14 Jul 2022
,14 Jul 2022
Bakugou Katsuki/Reader,14 Jul 2022
Bakugou Katsuki & Midoriya Izuku,14 Jul 2022
Midoriya Inko & Midoriya Izuku,14 Jul 2022
,14 Jul 2022
Sero Hanta/Todoroki Shouto,14 Jul 2022
Cathleen Bate | Star and Stripe/Midoriya Inko,14 Jul 2022
Past Midoriya Inko/All For One,14 Jul 2022
Crumbs of tddk,14 Jul 2022
kacchako - Relationship,14 Jul 2022
Bakugou Katsuki/Uraraka Ochako,14 Jul 2022
Kayama Nemuri | Midnight/Midoriya Izuku,14 Jul 2022
Midoriya Izuku/Usagiyama Rumi | Miruko,14 Jul 2022
Midoriya Izuku/Takeyama Yuu | Mount Lady,14 Jul 2022
Midoriya Izuku/Uwabami,14 Jul 2022
Midoriya Izuku/Tatsuma Ryuuko | Ryuukyuu,14 Jul 2022
Midoriya Izuku/Kamiji Moe | Burnin,14 Jul 2022
Midoriya Izuku/Reader,14 Jul 2022
Aizawa Shouta | Eraserhead & Shigaraki Tomura | Shimura Tenko,14 Jul 2022
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,14 Jul 2022
Midoriya Izuku & Sensei | All For One,14 Jul 2022
Aizawa Shouta | Eraserhead/Midoriya Izuku,14 Jul 2022
Dabi | Todoroki Touya/Shigaraki Tomura | Shimura Tenko,14 Jul 2022
Shigaraki Tomura | Shimura Tenko & Yagi Toshinori | All Might,14 Jul 2022
Midoriya Izuku & Melissa Shield,14 Jul 2022
Midoriya Izuku & David Shield,14 Jul 2022
Midoriya Izuku & Shinsou Hitoshi,14 Jul 2022
Aizawa Shouta | Eraserhead & David Shield,14 Jul 2022
David Shield & Yagi Toshinori | All Might,14 Jul 2022
Midoriya Izuku/Uraraka Ochako,14 Jul 2022
Bakugou Katsuki/Reader,14 Jul 2022
Midoriya Izuku/Tsutsumi Kaina | Lady Nagant,14 Jul 2022
Bakugou Katsuki/Todoroki Shouto,14 Jul 2022
Bakugou Katsuki/Midoriya Izuku,14 Jul 2022
Midoriya Izuku/Todoroki Shouto,14 Jul 2022
Bakugou Katsuki/Midoriya Izuku/Todoroki Shouto,14 Jul 2022
Midoriya Izuku/Uraraka Ochako,12 Jul 2022
Midoriya Izuku & Uraraka Ochako,12 Jul 2022
Iida Tenya & Midoriya Izuku,12 Jul 2022
Iida Tenya & Uraraka Ochako,12 Jul 2022
Iida Tenya & Midoriya Izuku & Uraraka Ochako,12 Jul 2022
Bakugou Katsuki/Midoriya Izuku,12 Jul 2022
Midoriya Izuku/Original Character(s),12 Jul 2022
Sero Hanta/Todoroki Shouto,12 Jul 2022
Aizawa Shouta | Eraserhead & Todoroki Shouto,12 Jul 2022
Sero Hanta & Todoroki Shouto,12 Jul 2022
Ashido Mina & Bakugou Katsuki & Jirou Kyouka & Kaminari Denki & Kirishima Eijirou & Sero Hanta,12 Jul 2022
Asui Tsuyu & Iida Tenya & Midoriya Izuku & Todoroki Shouto & Uraraka Ochako,12 Jul 2022
Kaminari Denki & Sero Hanta,12 Jul 2022
Midoriya Izuku & Todoroki Shouto,12 Jul 2022
Ashido Mina & Sero Hanta,12 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,12 Jul 2022
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,12 Jul 2022
Shinsou Hitoshi & Yamada Hizashi | Present Mic,12 Jul 2022
Class 1-A & Shinsou Hitoshi,12 Jul 2022
Shinsou Hitoshi & Original Character(s),12 Jul 2022
Bakugou Katsuki & Bakugou Masaru,12 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,12 Jul 2022
Bubaigawara Jin | Twice & Dabi,12 Jul 2022
Bubaigawara Jin | Twice/Dabi,12 Jul 2022
Minor or Background Relationship(s),12 Jul 2022
Hikiishi Kenji | Magne/Sako Atsuhiro | Mr. Compress,12 Jul 2022
Iguchi Shuuichi | Spinner/Shigaraki Tomura | Shimura Tenko,12 Jul 2022
Bubaigawara Jin | Twice & Hikiishi Kenji | Magne,12 Jul 2022
Bakugou Katsuki/Midoriya Izuku,12 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,12 Jul 2022
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,12 Jul 2022
Aizawa Shouta | Eraserhead & Bakugou Katsuki,12 Jul 2022
Aizawa Shouta | Eraserhead & Todoroki Shouto,12 Jul 2022
Shinsou Hitoshi & Yamada Hizashi | Present Mic,12 Jul 2022
Bakugou Katsuki & Yamada Hizashi | Present Mic,12 Jul 2022
Todoroki Shouto & Yamada Hizashi | Present Mic,12 Jul 2022
Bakugou Katsuki & Shinsou Hitoshi,12 Jul 2022
Bakugou Katsuki & Todoroki Shouto,12 Jul 2022
Shinsou Hitoshi & Todoroki Shouto,12 Jul 2022
Midoriya Izuku & Shinsou Hitoshi,12 Jul 2022
Bakugou Katsuki & Midoriya Izuku,12 Jul 2022
Midoriya Izuku & Todoroki Shouto,12 Jul 2022
Bakugou Katsuki & Kirishima Eijirou,12 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,12 Jul 2022
Bakugou Katsuki/Midoriya Izuku,12 Jul 2022
not really but its implied - Relationship,12 Jul 2022
Bakugou Katsuki/Iida Tenya,12 Jul 2022
Bakugou Katsuki/Yaoyorozu Momo,12 Jul 2022
Bakugou Katsuki/Sero Hanta,12 Jul 2022
also again they're all just implied,12 Jul 2022
Dabi | Todoroki Touya/Todoroki Shouto,12 Jul 2022
,11 Jul 2022
,11 Jul 2022
Tsukauchi Naomasa/Yagi Toshinori | All Might,12 Jul 2022
Kaminari Denki/Shinsou Hitoshi,11 Jul 2022
Kaminari Denki/Shinsou Hitoshi,12 Jul 2022
Midoriya Izuku/Rody Soul,11 Jul 2022
Shinsou Hitoshi/Todoroki Shouto,11 Jul 2022
Kaminari Denki/Kirishima Eijirou,11 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,11 Jul 2022
Midoriya Izuku/Todoroki Shouto,11 Jul 2022
Bakugou Katsuki/Uraraka Ochako,12 Jul 2022
Yamada Hizashi | Present Mic/Original Female Character(s),12 Jul 2022
Yamada Hizashi | Present Mic/Elly Sketchit | Cheshire,12 Jul 2022
Bakugou Katsuki & Class 1-A,11 Jul 2022
Bakugou Katsuki/Midoriya Izuku,11 Jul 2022
Bakugou Katsuki/Midoriya Izuku,09 Jul 2022
Midoriya Izuku/Todoroki Shouto,09 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,09 Jul 2022
Ashido Mina/Midoriya Izuku,09 Jul 2022
Ashido Mina & Midoriya Izuku,09 Jul 2022
Ashido Mina & Todoroki Shouto,09 Jul 2022
Ashido Mina & Uraraka Ochako,09 Jul 2022
Midoriya Izuku & Uraraka Ochako,09 Jul 2022
Midoriya Izuku & Todoroki Shouto,09 Jul 2022
,09 Jul 2022
Todoroki Shouto/Reader,09 Jul 2022
Ashido Mina/Midoriya Izuku,09 Jul 2022
Bakugou Katsuki/Uraraka Ochako,09 Jul 2022
Jirou Kyouka/Yaoyorozu Momo,09 Jul 2022
Bakugou Katsuki & Midoriya Izuku,09 Jul 2022
Ashido Mina & Midoriya Izuku,09 Jul 2022
Midoriya Izuku & Uraraka Ochako,09 Jul 2022
Midoriya Izuku & Todoroki Shouto,09 Jul 2022
Midoriya Izuku & Todoroki Enji | Endeavor,09 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,09 Jul 2022
Kaminari Denki/Shinsou Hitoshi,09 Jul 2022
Bakugou Katsuki/Midoriya Izuku,09 Jul 2022
Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might/Yamada Hizashi | Present Mic,09 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,09 Jul 2022
Aizawa Shouta | Eraserhead/Yagi Toshinori | All Might,09 Jul 2022
Yagi Toshinori | All Might/Yamada Hizashi | Present Mic,09 Jul 2022
Bakugou Katsuki/Midoriya Izuku,09 Jul 2022
Minor or Background Relationship(s),09 Jul 2022
Bakugou Katsuki/Midoriya Izuku,09 Jul 2022
Aizawa Shouta | Eraserhead & Class 1-A,09 Jul 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,09 Jul 2022
Aizawa Shouta | Eraserhead & Dabi | Todoroki Touya,09 Jul 2022
Aizawa Shouta | Eraserhead & Todoroki Shouto,09 Jul 2022
Aizawa Shouta | Eraserhead & Eri,09 Jul 2022
Aizawa Shouta | Eraserhead & Shigaraki Tomura | Shimura Tenko,09 Jul 2022
Aizawa Shouta/Coffee - Relationship,09 Jul 2022
Aizawa Shouta | Eraserhead & Nedzu,09 Jul 2022
Aizawa Shouta | Eraserhead & Toga Himiko,09 Jul 2022
Aizawa Shouta | Eraserhead/Tsukauchi Naomasa,09 Jul 2022
possibly one sided - Relationship,09 Jul 2022
Aizawa Shouta | Eraserhead & Tsukauchi Naomasa,09 Jul 2022
Tsukauchi Naomasa & Yagi Toshinori | All Might,09 Jul 2022
Bakugou Katsuki/Todoroki Shouto,09 Jul 2022
,09 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,09 Jul 2022
Aizawa Shouta | Eraserhead & Takami Keigo | Hawks,09 Jul 2022
Takami Keigo | Hawks & Yamada Hizashi | Present Mic,09 Jul 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,09 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,09 Jul 2022
bakukiri - Relationship,09 Jul 2022
kiribaku - Relationship,09 Jul 2022
bakushima - Relationship,09 Jul 2022
Bakugou Katsuki/Todoroki Shouto,09 Jul 2022
League of Villains & Midoriya Izuku,09 Jul 2022
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,09 Jul 2022
Bakugou Katsuki & Midoriya Izuku,09 Jul 2022
Midoriya Izuku/Uraraka Ochako,09 Jul 2022
Midoriya Izuku & Todoroki Shouto,09 Jul 2022
Midoriya Izuku & Uraraka Ochako,09 Jul 2022
Todoroki Shouto & Uraraka Ochako,09 Jul 2022
Bakugou Katsuki & Midoriya Izuku,09 Jul 2022
Bakugou Katsuki & Kirishima Eijirou,09 Jul 2022
Bakugou Katsuki & Utsushimi Camie,09 Jul 2022
Kirishima Eijirou & Utsushimi Camie,09 Jul 2022
Other Relationship Tags to Be Added,09 Jul 2022
Midoriya Izuku/Todoroki Shouto,09 Jul 2022
Alphonse Elric & Edward Elric,06 Jul 2022
Edward Elric & Roy Mustang,06 Jul 2022
Edward Elric & Team Mustang,06 Jul 2022
Edward Elric & Winry Rockbell,06 Jul 2022
Edward Elric & Midoriya Izuku,06 Jul 2022
Midoriya Izuku & Yagi Toshinori | All Might,06 Jul 2022
Bakugou Katsuki & Midoriya Izuku,06 Jul 2022
Aizawa Shouta | Eraserhead & Edward Elric,06 Jul 2022
Edward Elric & Yagi Toshinori | All Might,06 Jul 2022
Class 1-A (My Hero Academia) & Edward Elric,06 Jul 2022
Aizawa Shouta | Eraserhead & Class 1-A,06 Jul 2022
Midoriya Izuku/Uraraka Ochako,06 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,06 Jul 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,06 Jul 2022
Aizawa Shouta | Eraserhead & Class 1-A,06 Jul 2022
Class 1-A & Midoriya Izuku,06 Jul 2022
Pre- Bakugou Katsuki/Kirishima Eijirou,06 Jul 2022
Bakugou Katsuki/Midoriya Izuku,06 Jul 2022
Asui Tsuyu/Uraraka Ochako,06 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,06 Jul 2022
Midoriya Izuku/Everyone,06 Jul 2022
Ashido Mina/Everyone,06 Jul 2022
Midoriya Izuku & Yagi Toshinori | All Might,06 Jul 2022
Dabi | Todoroki Touya/Takami Keigo | Hawks,06 Jul 2022
Takami Keigo | Hawks/Todoroki Enji | Endeavor,06 Jul 2022
Todoroki Enji | Endeavor/Todoroki Rei,06 Jul 2022
Midoriya Izuku/Todoroki Shouto,06 Jul 2022
Aizawa Shouta | Eraserhead & Dabi | Todoroki Touya,06 Jul 2022
Bakugou Katsuki & Midoriya Izuku,06 Jul 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,06 Jul 2022
Class 1-A & Midoriya Izuku,06 Jul 2022
Kodai Yui/Midoriya Izuku,06 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,06 Jul 2022
Kirishima Eijirou/Midoriya Izuku,06 Jul 2022
Bakugou Katsuki/Kirishima Eijirou/Midoriya Izuku,06 Jul 2022
Shinsou Hitoshi/Uraraka Ochako,06 Jul 2022
Midoriya Izuku & Everyone,06 Jul 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,06 Jul 2022
Dabi | Todoroki Touya/Takami Keigo | Hawks,06 Jul 2022
Bakugou Katsuki/Todoroki Shouto,06 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,06 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,06 Jul 2022
Baku - Relationship,06 Jul 2022
Midoriya Inko/Yagi Toshinori | All Might,06 Jul 2022
Midoriya Inko & Midoriya Izuku,06 Jul 2022
Midoriya Izuku & Yagi Toshinori | All Might,06 Jul 2022
Midoriya Inko & Yagi Toshinori | All Might,06 Jul 2022
Midoriya Izuku & Yoichi | First One For All User,06 Jul 2022
Second One For All User/Yoichi | First One For All User (My Hero Academia),06 Jul 2022
Midoriya Izuku & Past One For All Users,06 Jul 2022
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,06 Jul 2022
Midoriya Izuku & Sensei | All For One,06 Jul 2022
Sensei | All For One & Shigaraki Tomura | Shimura Tenko,06 Jul 2022
Past One For All Users & Yoichi | First One For All User (My Hero Academia),06 Jul 2022
Past One For All Users & Sensei | All For One,06 Jul 2022
Bakugou Katsuki & League of Villains,06 Jul 2022
Midoriya Izuku/Todoroki Shouto,06 Jul 2022
Todoroki Shouto/Yaoyorozu Momo,03 Jul 2022
Todoroki Shouto & Yaoyorozu Momo,03 Jul 2022
Midoriya Izuku & Uraraka Ochako,04 Jul 2022
Ashido Mina & Midoriya Izuku,04 Jul 2022
Ashido Mina & Uraraka Ochako,04 Jul 2022
Iida Tenya & Midoriya Izuku,04 Jul 2022
Kaminari Denki/Shinsou Hitoshi,04 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,04 Jul 2022
Bakugou Katsuki/Uraraka Ochako,04 Jul 2022
Kirishima Eijirou/Midoriya Izuku,04 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,04 Jul 2022
Iida Tenya/Todoroki Shouto,04 Jul 2022
Kaminari Denki/Shinsou Hitoshi,04 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,04 Jul 2022
Dabi | Todoroki Touya/Takami Keigo | Hawks,04 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,04 Jul 2022
,04 Jul 2022
Shigaraki Tomura | Shimura Tenko/Todoroki Natsuo,04 Jul 2022
Midoriya Izuku/Shinsou Hitoshi,03 Jul 2022
,03 Jul 2022
Shinsou Hitoshi/Uraraka Ochako,04 Jul 2022
Midoriya Izuku/Reader,03 Jul 2022
,04 Jul 2022
Bakugou Katsuki/Uraraka Ochako,04 Jul 2022
Minor or Background Relationship(s),04 Jul 2022
Jirou Kyouka/Yaoyorozu Momo,04 Jul 2022
Ashido Mina/Kirishima Eijirou,04 Jul 2022
Bakugou Katsuki/Midoriya Izuku,04 Jul 2022
Bakugou Katsuki/Reader,04 Jul 2022
Midoriya Izuku & Original Female Character(s),04 Jul 2022
Midoriya Inko & Original Female Character(s),04 Jul 2022
Yagi Toshinori | All Might & Original Female Character(s),04 Jul 2022
Midoriya Inko/Yagi Toshinori | All Might,04 Jul 2022
Midoriya Inko & Midoriya Izuku,04 Jul 2022
Midoriya Izuku & Midoriya Inko,04 Jul 2022
Midoriya Izuku/Todoroki Shouto,04 Jul 2022
Midoriya Izuku & Yagi Toshinori | All Might,04 Jul 2022
Todoroki Shouto & Yagi Toshinori | All Might,04 Jul 2022
Midoriya Izuku & Todoroki Shouto & Yagi Toshinori | All Might,04 Jul 2022
Gran Torino & Yagi Toshinori | All Might,04 Jul 2022
Amajiki Tamaki/Toogata Mirio,03 Jul 2022
Chisaki Kai | Overhaul/Todoroki Enji | Endeavor,01 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,01 Jul 2022
Kirishima Eijirou/Shindou You,01 Jul 2022
Bakugou Katsuki/Todoroki Shouto,01 Jul 2022
First One For All User & Sensei | All For One,01 Jul 2022
Midoriya Inko & Sensei | All for One,01 Jul 2022
Midoriya Inko & Midoriya Izuku,01 Jul 2022
Bakugou Katsuki & Midoriya Izuku,01 Jul 2022
Midoriya Izuku & Monoma Neito & Shinsou Hitoshi,01 Jul 2022
Hagakure Tooru & Toga Himiko,01 Jul 2022
Midoriya Izuku & Toga Himiko,01 Jul 2022
Dabi | Todoroki Touya & Midoriya Izuku,01 Jul 2022
Dabi | Todoroki Touya & Midoriya Izuku & Toga Himiko,01 Jul 2022
Midoriya Izuku & Todoroki Natsuo,01 Jul 2022
Dabi | Todoroki Touya & Todoroki Natsuo,01 Jul 2022
Bakugou Katsuki/Midoriya Izuku,01 Jul 2022
Bakugou Katsuki & Todoroki Family,01 Jul 2022
Bakugou Katsuki & Todoroki Shouto,01 Jul 2022
Bakugou Katsuki/Dabi | Todoroki Touya,01 Jul 2022
Bakugou Katsuki/Midoriya Izuku,01 Jul 2022
Todoroki Enji | Endeavor & Todoroki Rei,01 Jul 2022
Dabi | Todoroki Touya/Takami Keigo | Hawks,01 Jul 2022
Original Character and Original Character,01 Jul 2022
Midoriya Izuku/Yagi Toshinori | All Might,01 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,01 Jul 2022
Bakugou Katsuki/Midoriya Izuku,01 Jul 2022
Midoriya Izuku/Todoroki Shouto,01 Jul 2022
Minor or Background Relationship(s),01 Jul 2022
Bakugou Katsuki & Midoriya Izuku,01 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,01 Jul 2022
Minor or Background Relationship(s),01 Jul 2022
Midoriya Hisashi/Midoriya Inko,01 Jul 2022
Midoriya Inko/Sensei | All For One,01 Jul 2022
Sasaki Mirai | Sir Nighteye/Sensei | All For One,01 Jul 2022
but not really - Relationship,01 Jul 2022
it's just a running joke,01 Jul 2022
Tsukauchi Naomasa/???,01 Jul 2022
Dabi | Todoroki Touya/Reader,01 Jul 2022
Midoriya Izuku/Shinsou Hitoshi,01 Jul 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,01 Jul 2022
Midoriya Izuku/Shinsou Hitoshi/Todoroki Shouto,01 Jul 2022
Aizawa Shouta | Eraserhead/Shirakumo Oboro/Yamada Hizashi | Present Mic,01 Jul 2022
Amajiki Tamaki/Hadou Nejire/Toogata Mirio,01 Jul 2022
Dabi | Todoroki Touya/Takami Keigo | Hawks,01 Jul 2022
Todoroki Fuyumi/Usagiyama Rumi | Miruko,01 Jul 2022
Bakugou Katsuki/Kirishima Eijirou,01 Jul 2022
Cygnus Hyōga/Andromeda Shun,01 Jul 2022
Shinsou Hitoshi/Toga Himiko,01 Jul 2022
Shinsou Hitoshi/Uraraka Ochako,01 Jul 2022
Kaminari Denki & Shinsou Hitoshi,01 Jul 2022
Kaminari Denki/Shinsou Hitoshi,01 Jul 2022
Takami Keigo | Hawks & Tokoyami Fumikage,01 Jul 2022
Bakugou Katsuki & Midoriya Izuku,29 Jun 2022
Kayama Nemuri | Midnight & Midoriya Izuku,29 Jun 2022
Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic,29 Jun 2022
Aizawa Shouta | Eraserhead & Kayama Nemuri | Midnight,29 Jun 2022
Kayama Nemuri | Midnight & Yamada Hizashi | Present Mic,29 Jun 2022
Other Relationship Tags to Be Added,29 Jun 2022
Midoriya Izuku & Toga Himiko,29 Jun 2022
Shinsou Hitoshi & Shinsou Hitoshi,29 Jun 2022
Kirishima Eijirou & Tetsutetsu Tetsutetsu,29 Jun 2022
Kaminari Denki/Shinsou Hitoshi,29 Jun 2022
Bakugou Katsuki/Midoriya Izuku,29 Jun 2022
Midoriya Izuku & Shirakumo Oboro,29 Jun 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,29 Jun 2022
Bakugou Katsuki/Midoriya Izuku,28 Jun 2022
Midoriya Izuku & Todoroki Shouto,29 Jun 2022
Bakugou Katsuki & Todoroki Shouto,29 Jun 2022
Bakugou Katsuki & Midoriya Izuku,29 Jun 2022
Bakugou Katsuki & Midoriya Izuku & Todoroki Shouto,29 Jun 2022
Chisaki Kai | Overhaul/Reader,29 Jun 2022
Aizawa Shouta | Eraserhead/Reader,29 Jun 2022
Midoriya Izuku & Sothis,29 Jun 2022
Class 1-A & Midoriya Izuku,29 Jun 2022
Class 1-A & Sothis,29 Jun 2022
Bakugou Katsuki & Midoriya Izuku,29 Jun 2022
Midoriya Izuku & Yagi Toshinori | All Might,29 Jun 2022
Midoriya Inko & Midoriya Izuku,29 Jun 2022
Midoriya Inko & Sothis,29 Jun 2022
Sothis & Aizawa Shouta | Eraserhead,29 Jun 2022
Other Relationship Tags to Be Added,29 Jun 2022
Midoriya Izuku & Nedzu,29 Jun 2022
Sothis & Nedzu,29 Jun 2022
Midoriya Izuku & Yaoyorozu Momo,29 Jun 2022
Sothis & Yaoyorozu Momo,29 Jun 2022
Midoriya Izuku/Yaoyorozu Momo,29 Jun 2022
Kaminari Denki/Todoroki Shouto,29 Jun 2022
Kaminari Denki & Todoroki Shouto,29 Jun 2022
Bakugou Katsuki/Kirishima Eijirou,29 Jun 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,28 Jun 2022
Bakugou Katsuki/Todoroki Shouto,29 Jun 2022
Takami Keigo | Hawks & Tsutsumi Kaina | Lady Nagant,29 Jun 2022
Bakugou Katsuki/Midoriya Izuku,28 Jun 2022
Midoriya Hisashi & Midoriya Izuku,29 Jun 2022
Midoriya Inko & Midoriya Izuku,29 Jun 2022
Midoriya Hisashi/Midoriya Inko,29 Jun 2022
Bakugou Katsuki & Midoriya Izuku,29 Jun 2022
Class 1-A & Midoriya Izuku,29 Jun 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,29 Jun 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,29 Jun 2022
Dabi | Todoroki Touya/Midoriya Izuku,29 Jun 2022
Bakugou Katsuki/Midoriya Izuku,29 Jun 2022
Bakugou Katsuki/Todoroki Shouto,29 Jun 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,28 Jun 2022
Kaminari Denki/Midoriya Izuku,26 Jun 2022
Bakugou Katsuki/Midoriya Izuku,26 Jun 2022
Bakugou Katsuki & Midoriya Izuku,26 Jun 2022
Bakugou Katsuki & Kirishima Eijirou,26 Jun 2022
Bakugou Katsuki & Kaminari Denki,26 Jun 2022
Kaminari Denki & Kirishima Eijirou,26 Jun 2022
Bakugou Katsuki & Kaminari Denki & Kirishima Eijirou,26 Jun 2022
(Onesided) Midoriya Izuku/Uraraka Ochako,26 Jun 2022
Midoriya Izuku & Midoriya Inko,26 Jun 2022
Iida Tenya/Original Female Character(s),26 Jun 2022
Dabi | Todoroki Touya/Takami Keigo | Hawks,26 Jun 2022
Dabi | Todoroki Touya/Reader,26 Jun 2022
Dabi | Todoroki Touya & Takami Keigo | Hawks,26 Jun 2022
Dabi | Todoroki Touya/Original Female Character(s),26 Jun 2022
Takami Keigo | Hawks/Reader,26 Jun 2022
Dabi | Todoroki Touya/Takami Keigo | Hawks,26 Jun 2022
,26 Jun 2022
Jirou Kyouka/Midoriya Izuku,26 Jun 2022
Shinsou Hitoshi & Himself,26 Jun 2022
Aizawa Shouta | Eraserhead & Shinsou Hitoshi,26 Jun 2022
Shinsou Hitoshi & Yamada Hizashi | Present Mic,26 Jun 2022
Aizawa Shouta | Eraserhead & Shinsou Hitoshi & Yamada Hizashi | Present Mic,26 Jun 2022
Eri & Shinsou Hitoshi,26 Jun 2022
Kaminari Denki & Shinsou Hitoshi,26 Jun 2022
Aizawa Shouta | Eraserhead/Yamada Hizashi | Present Mic,26 Jun 2022
,26 Jun 2022
Bakugou Katsuki/Midoriya Izuku,26 Jun 2022
,26 Jun 2022
Dabi | Todoroki Touya/Takami Keigo | Hawks,26 Jun 2022
Midoriya Izuku & Shinsou Hitoshi,26 Jun 2022
Kurogiri & Shigaraki Tomura | Shimura Tenko,26 Jun 2022
Kurogiri & Midoriya Izuku,26 Jun 2022
Kurogiri & Shinsou Hitoshi,26 Jun 2022
Kurogiri & Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,26 Jun 2022
Midoriya Izuku & Shigaraki Tomura | Shimura Tenko,26 Jun 2022
Shigaraki Tomura | Shimura Tenko & Shinsou Hitoshi,26 Jun 2022
Bakugou Katsuki/Reader,26 Jun 2022
Bakugou Katsuki/Original Female Character(s),26 Jun 2022
Dabi | Todoroki Touya/Reader,26 Jun 2022
Dabi | Todoroki Touya & Original Character(s),26 Jun 2022
Todoroki Shouto/Reader,26 Jun 2022
Midoriya Izuku & Uraraka Ochako,26 Jun 2022
Takami Keigo | Hawks/Original Female Character(s),26 Jun 2022
Original Female Character/Original Male Character,26 Jun 2022
Kirishima Eijirou/Reader,26 Jun 2022
,26 Jun 2022
Midoriya Izuku & Toga Himiko,26 Jun 2022
Akaguro Chizome | Stain & Midoriya Izuku,26 Jun 2022
Akaguro Chizome | Stain & Toga Himiko,26 Jun 2022
Aizawa Shouta | Eraserhead & Midoriya Izuku,27 Jun 2022
Midoriya Izuku & Takami Keigo | Hawks,27 Jun 2022
Midoriya Izuku & Todoroki Shouto,27 Jun 2022
Iida Tenya & Midoriya Izuku,27 Jun 2022
Bakugou Katsuki/Midoriya Izuku,26 Jun 2022
Midoriya Izuku/Todoroki Shouto,26 Jun 2022
Midoriya Izuku/Shinsou Hitoshi,26 Jun 2022
Midoriya Izuku/Shigaraki Tomura | Shimura Tenko,26 Jun 2022
