names,dates
Midoriya Izuku,14 Oct 2022
Kayama Nemuri | Midnight,14 Oct 2022
Mentioned others,14 Oct 2022
Bakugou Katsuki,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Kaminari Denki,12 Oct 2022
Bakugou Katsuki,12 Oct 2022
Todoroki Shouto,12 Oct 2022
Dabi | Todoroki Touya,12 Oct 2022
Todoroki Natsuo,12 Oct 2022
Todoroki Fuyumi,12 Oct 2022
Todoroki Shouto,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Midoriya Hisashi,12 Oct 2022
Midoriya Inko,12 Oct 2022
Shigaraki Tomura | Shimura Tenko,12 Oct 2022
League of Villains (My Hero Academia),12 Oct 2022
Original Characters,12 Oct 2022
Yagi Toshinori | All Might,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Class 1-A (My Hero Academia),12 Oct 2022
Todoroki Shouto,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Bakugou Katsuki - mentioned,12 Oct 2022
Kirishima Eijirou - Mentioned,12 Oct 2022
Original Female Character(s),12 Oct 2022
Todoroki Fuyumi - mentioned,12 Oct 2022
Todoroki Rei - mentioned,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Bakugou Katsuki,12 Oct 2022
Ashido Mina,12 Oct 2022
Uraraka Ochako,12 Oct 2022
Class 1-A (My Hero Academia),12 Oct 2022
Dabi | Todoroki Touya,12 Oct 2022
Takami Keigo | Hawks,12 Oct 2022
Dabi | Todoroki Touya,12 Oct 2022
Bakugou Katsuki,12 Oct 2022
Mineta Minoru,12 Oct 2022
Bakugou Katsuki,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Toga Himiko,12 Oct 2022
Kirishima Eijirou,12 Oct 2022
Kaminari Denki,12 Oct 2022
Sero Hanta,12 Oct 2022
Ashido Mina,12 Oct 2022
Yaoyorozu Momo,12 Oct 2022
Shinsou Hitoshi,12 Oct 2022
Todoroki Shouto,12 Oct 2022
Dabi | Todoroki Touya,12 Oct 2022
Background & Cameo Characters,12 Oct 2022
Bakugou Katsuki,12 Oct 2022
Kirishima Eijirou,12 Oct 2022
Uzumaki Naruto,12 Oct 2022
Haruno Sakura,12 Oct 2022
Uchiha Sasuke,12 Oct 2022
Hatake Kakashi,12 Oct 2022
Ootsutsuki Kaguya,12 Oct 2022
Aizawa Shouta | Eraserhead,12 Oct 2022
Kaminarimon Denki,12 Oct 2022
Yamada Hizashi | Present Mic,12 Oct 2022
Sensei | All For One,12 Oct 2022
Shigaraki Tomura | Shimura Tenko,12 Oct 2022
League of Villains (My Hero Academia),12 Oct 2022
Class 1-A (My Hero Academia),12 Oct 2022
Eri (My Hero Academia),12 Oct 2022
Kyuubi | Nine-tails | Kurama,12 Oct 2022
Tsukauchi Naomasa,12 Oct 2022
Dabi | Todoroki Touya,12 Oct 2022
Shigaraki Tomura | Shimura Tenko,12 Oct 2022
Kurogiri (My Hero Academia),12 Oct 2022
Hikiishi Kenji | Magne,12 Oct 2022
Okuta Kagerou | Giran,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Midoriya Inko,12 Oct 2022
Class 1-A (My Hero Academia),12 Oct 2022
Aizawa Shouta | Eraserhead,12 Oct 2022
Yagi Toshinori | All Might,12 Oct 2022
Jirou Kyouka,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Yaoyorozu Momo,12 Oct 2022
Jirou Mika,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Yaoyorozu Momo,12 Oct 2022
Uraraka Ochako,12 Oct 2022
Asui Tsuyu,12 Oct 2022
Hadou Nejire,12 Oct 2022
Kodai Yui,12 Oct 2022
Hagakure Tooru,12 Oct 2022
Hatsume Mei,12 Oct 2022
Melissa Shield,12 Oct 2022
Bakugou Katsuki,12 Oct 2022
Midoriya Izuku,12 Oct 2022
Aizawa Shouta | Eraserhead,12 Oct 2022
Shigaraki Tomura | Shimura Tenko,12 Oct 2022
Class 1-A (My Hero Academia),12 Oct 2022
Kurogiri (My Hero Academia),12 Oct 2022
Midoriya Izuku,12 Oct 2022
Tokage Setsuna,12 Oct 2022
Todoroki Shouto,12 Oct 2022
Bakugou Katsuki,12 Oct 2022
Kendou Itsuka,12 Oct 2022
Bakugou Katsuki,12 Oct 2022
Bakugou Mitsuki,12 Oct 2022
Bakugou Masaru,12 Oct 2022
Bakugou Katsuki's Parents,12 Oct 2022
Bakugou Katsuki's Family,12 Oct 2022
Midoriya Izuku,09 Oct 2022
Yaoyorozu Momo,09 Oct 2022
Yagi Toshinori | All Might,09 Oct 2022
Midoriya Inko,09 Oct 2022
Todoroki Shouto,09 Oct 2022
Shinsou Hitoshi,09 Oct 2022
Class 1-A (My Hero Academia),09 Oct 2022
Class 1-B (My Hero Academia),09 Oct 2022
Pearl (Steven Universe),09 Oct 2022
Otto Octavius,09 Oct 2022
,09 Oct 2022
Bakugou Katsuki,09 Oct 2022
Kirishima Eijirou,09 Oct 2022
Tetsutetsu Tetsutetsu,09 Oct 2022
,09 Oct 2022
Kaminari Denki,09 Oct 2022
Shinsou Hitoshi,09 Oct 2022
Yaoyorozu Momo,09 Oct 2022
Bakugou Katsuki,09 Oct 2022
Toogata Mirio,09 Oct 2022
Bakugou Mitsuki,09 Oct 2022
Bakugou Masaru,09 Oct 2022
Yaoyorozu Momo's Family,09 Oct 2022
Ashido Mina,09 Oct 2022
Kirishima Eijirou,09 Oct 2022
Jirou Kyouka,09 Oct 2022
Kaminari Denki,09 Oct 2022
Sero Hanta,09 Oct 2022
Uraraka Ochako,09 Oct 2022
Iida Tenya,09 Oct 2022
Todoroki Shouto,09 Oct 2022
mentioned relationships - Character,09 Oct 2022
Midoriya Izuku,09 Oct 2022
Todoroki Shouto,09 Oct 2022
Shinsou Hitoshi,09 Oct 2022
Hatsume Mei,09 Oct 2022
Uraraka Ochako,09 Oct 2022
Iida Tenya,09 Oct 2022
Class 1-A (My Hero Academia),09 Oct 2022
Yamada Hizashi | Present Mic,09 Oct 2022
Aizawa Shouta | Eraserhead,09 Oct 2022
Yagi Toshinori | All Might,09 Oct 2022
Todoroki Rei,09 Oct 2022
Eri (My Hero Academia),09 Oct 2022
Bakugou Katsuki,09 Oct 2022
Midoriya Izuku,09 Oct 2022
Ashido Mina,09 Oct 2022
Utsushimi Camie,09 Oct 2022
Todoroki Shouto,09 Oct 2022
Kaminari Denki,09 Oct 2022
Uraraka Ochako,09 Oct 2022
Bakugou Mitsuki,09 Oct 2022
Toga Himiko,09 Oct 2022
Uraraka Ochako,09 Oct 2022
Clair Voyance (My Hero Academia),09 Oct 2022
League of Villains (My Hero Academia),09 Oct 2022
Monoma Neito,09 Oct 2022
Shinsou Hitoshi,09 Oct 2022
Tetsutetsu Tetsutetsu,09 Oct 2022
Aizawa Shouta | Eraserhead,09 Oct 2022
Kan Sekijirou | Vlad King,09 Oct 2022
Midoriya Izuku,09 Oct 2022
Bakugou Katsuki,09 Oct 2022
Amajiki Tamaki,09 Oct 2022
Kirishima Eijirou,09 Oct 2022
Tetsutetsu Tetsutetsu,09 Oct 2022
Toogata Mirio,09 Oct 2022
Bakugou Katsuki,09 Oct 2022
Bakugou Mitsuki,09 Oct 2022
Kirishima Eijirou,09 Oct 2022
Utsushimi Camie,09 Oct 2022
Bakusquad - Character,09 Oct 2022
Eri (My Hero Academia),09 Oct 2022
Midoriya Izuku,09 Oct 2022
Aizawa Shouta | Eraserhead,09 Oct 2022
Class 1-A (My Hero Academia),09 Oct 2022
League of Villains (My Hero Academia),09 Oct 2022
Shinsou Hitoshi,09 Oct 2022
Hatsume Mei,09 Oct 2022
Amajiki Tamaki,09 Oct 2022
Yamada Hizashi | Present Mic,09 Oct 2022
Inui Ryou | Hound Dog,09 Oct 2022
Bakugou Katsuki,09 Oct 2022
Midoriya Izuku,09 Oct 2022
Bakugou Katsuki,09 Oct 2022
Reader,09 Oct 2022
Midoriya Izuku,09 Oct 2022
Aizawa Shouta | Eraserhead,09 Oct 2022
Bakugou Katsuki,09 Oct 2022
Kirishima Eijirou,09 Oct 2022
Kaminari Denki,09 Oct 2022
Todoroki Shouto,09 Oct 2022
Ashido Mina,09 Oct 2022
Jirou Kyouka,09 Oct 2022
Midoriya Izuku,09 Oct 2022
Rappa Kendou,09 Oct 2022
Toyomitsu Taishirou | Fat Gum,09 Oct 2022
Shinsou Hitoshi,09 Oct 2022
Aizawa Shouta | Eraserhead,09 Oct 2022
Midoriya Izuku,07 Oct 2022
Uraraka Ochako,07 Oct 2022
Todoroki Shouto,07 Oct 2022
Todoroki Enji | Endeavor,07 Oct 2022
Dabi | Todoroki Touya,07 Oct 2022
Todoroki Rei,07 Oct 2022
Todoroki Fuyumi,07 Oct 2022
Todoroki Natsuo,07 Oct 2022
Todoroki Family (My Hero Academia),07 Oct 2022
Original Characters,07 Oct 2022
Midoriya Izuku,07 Oct 2022
Uraraka Ochako,07 Oct 2022
Others but I am too lazy to tag,07 Oct 2022
Hadou Nejire,07 Oct 2022
Toogata Mirio,07 Oct 2022
Amajiki Tamaki,07 Oct 2022
Dabi | Todoroki Touya,07 Oct 2022
Shigaraki Tomura | Shimura Tenko,07 Oct 2022
Todoroki Enji | Endeavor,07 Oct 2022
Todoroki Family (My Hero Academia),07 Oct 2022
Dabi | Todoroki Touya,07 Oct 2022
Original Male Character(s),07 Oct 2022
Midoriya Izuku,07 Oct 2022
izuku,07 Oct 2022
midoriya,07 Oct 2022
Mei,07 Oct 2022
Hatsume Mei,07 Oct 2022
Ochacko,07 Oct 2022
Uraraka Ochako,07 Oct 2022
Original Characters,07 Oct 2022
Bakugou Katsuki,07 Oct 2022
Hiroshi,07 Oct 2022
Bakugou Katsuki,07 Oct 2022
Midoriya Izuku,07 Oct 2022
Todoroki Shouto,07 Oct 2022
Aizawa Shouta | Eraserhead,07 Oct 2022
Kaminari Denki,07 Oct 2022
Ashido Mina,07 Oct 2022
Iida Tenya,07 Oct 2022
Class 1-A (My Hero Academia),07 Oct 2022
Class 1-B (My Hero Academia),07 Oct 2022
Kendou Itsuka,07 Oct 2022
Monoma Neito,07 Oct 2022
Jirou Kyouka,07 Oct 2022
Kirishima Eijirou,07 Oct 2022
Shinsou Hitoshi,07 Oct 2022
Tokoyami Fumikage,07 Oct 2022
Sero Hanta,07 Oct 2022
Bakugou Katsuki,07 Oct 2022
Todoroki Shouto,07 Oct 2022
Todoroki Enji | Endeavor,07 Oct 2022
Midoriya Izuku,07 Oct 2022
Kaminari Denki,07 Oct 2022
Bakugou Mitsuki,07 Oct 2022
Aizawa Shouta | Eraserhead,07 Oct 2022
Dabi | Todoroki Touya,07 Oct 2022
League of Villains (My Hero Academia),07 Oct 2022
Shigaraki Tomura | Shimura Tenko,07 Oct 2022
Original Female Character(s),07 Oct 2022
Astrid,07 Oct 2022
Bakugou Katsuki,07 Oct 2022
Kirishima Eijirou,07 Oct 2022
Background & Cameo Characters,07 Oct 2022
Kirishima Eijirou,07 Oct 2022
Kirishima Eijirou's Mother,07 Oct 2022
Tomo | Kirishima Eijirou's Middle School Friend,07 Oct 2022
Bakugou Katsuki,07 Oct 2022
Kaminari Denki,07 Oct 2022
Ashido Mina,07 Oct 2022
Sero Hanta,07 Oct 2022
Dabi | Todoroki Touya,07 Oct 2022
Takami Keigo | Hawks,07 Oct 2022
Chisaki Kai | Overhaul,07 Oct 2022
Bakugou Katsuki,07 Oct 2022
Todoroki Shouto,07 Oct 2022
Ojiro Mashirao,07 Oct 2022
Bakugou Katsuki,07 Oct 2022
Kirishima Eijirou,07 Oct 2022
Shinsou Hitoshi,07 Oct 2022
Kaminari Denki,07 Oct 2022
Monoma Neito,07 Oct 2022
Kaibara Sen,07 Oct 2022
Shindou You,07 Oct 2022
Yoarashi Inasa,07 Oct 2022
Midoriya Izuku,07 Oct 2022
Todoroki Shouto,07 Oct 2022
Shishikura Seiji,07 Oct 2022
Hagakure Tooru,07 Oct 2022
Jirou Kyouka,07 Oct 2022
Shouji Mezou,07 Oct 2022
Tokoyami Fumikage,07 Oct 2022
Shuuzenji Chiyo | Recovery Girl,07 Oct 2022
Satou Rikidou,07 Oct 2022
Kouda Kouji,07 Oct 2022
Samelch | Tentacle Creature,07 Oct 2022
Toshinori Yagi | All might,07 Oct 2022
Midoriya Izuku | Deku,07 Oct 2022
Aizawa Shouta | Eraserhead,07 Oct 2022
Yamada Hizashi | Present Mic,07 Oct 2022
Original Male Character(s),07 Oct 2022
Shigaraki Tomura | Shimura Tenko,07 Oct 2022
Dabi | Todoroki Touya,07 Oct 2022
Toga Himiko,07 Oct 2022
Iguchi Shuuichi | Spinner,07 Oct 2022
Sako Atsuhiro | Mr. Compress,07 Oct 2022
Kurogiri (My Hero Academia),07 Oct 2022
Bubaigawara Jin | Twice,07 Oct 2022
Hikiishi Kenji | Magne,07 Oct 2022
Takami Keigo | Hawks,07 Oct 2022
Sensei | All For One,07 Oct 2022
Bakugou Katsuki,07 Oct 2022
Midoriya Izuku,07 Oct 2022
Aizawa Shouta | Eraserhead,07 Oct 2022
Yamada Hizashi | Present Mic,07 Oct 2022
Kayama Nemuri | Midnight,07 Oct 2022
Nezu,07 Oct 2022
Ashido Mina,07 Oct 2022
Kaminari Denki,07 Oct 2022
Sero Hanta,07 Oct 2022
Kirishima Eijirou,07 Oct 2022
Uraraka Ochako,07 Oct 2022
Iida Tenya,07 Oct 2022
Shinsou Hitoshi,07 Oct 2022
Eri (My Hero Academia),07 Oct 2022
Shigaraki Tomura | Shimura Tenko,07 Oct 2022
Todoroki Shouto,07 Oct 2022
Dabi | Todoroki Touya,07 Oct 2022
Asui Tsuyu,07 Oct 2022
Toga Himiko,07 Oct 2022
Bubaigawara Jin | Twice,07 Oct 2022
League of Villains (My Hero Academia),07 Oct 2022
Pro Heroes (My Hero Academia),07 Oct 2022
Takami Keigo | Hawks,07 Oct 2022
Chisaki Kai | Overhaul,07 Oct 2022
Bakugou Katsuki,07 Oct 2022
Todoroki Shouto,07 Oct 2022
Todoroki Shouto,05 Oct 2022
Dabi | Todoroki Touya,05 Oct 2022
Midoriya Izuku,05 Oct 2022
Bakugou Katsuki,05 Oct 2022
Hatsume Mei,05 Oct 2022
Hatsume Mei's Dad,05 Oct 2022
Midoriya Inko (mentioned),05 Oct 2022
Aizawa Shouta | Eraserhead,05 Oct 2022
Iida Tenya,05 Oct 2022
Shinsou Hitoshi,05 Oct 2022
Shoto Todoroki,05 Oct 2022
Midoriya Izuku,05 Oct 2022
Bakugou Katsuki,05 Oct 2022
Yagi Toshinori | All Might,05 Oct 2022
Todoroki Enji | Endeavor,05 Oct 2022
Hakamata Tsunagu | Best Jeanist,05 Oct 2022
Tsukauchi Naomasa,05 Oct 2022
Sasaki Mirai | Sir Nighteye,05 Oct 2022
Female Yagi Toshinori | All Might - Character,05 Oct 2022
Midoriya Izuku,05 Oct 2022
Midoriya Inko,05 Oct 2022
Midoriya Hisashi,05 Oct 2022
Bakugou Katsuki,05 Oct 2022
Ashido Mina,05 Oct 2022
Bakugou Katsuki,05 Oct 2022
Midoriya Izuku,05 Oct 2022
Kouda Kouji,05 Oct 2022
Dabi | Todoroki Touya,05 Oct 2022
Todoroki Shouto,05 Oct 2022
Midoriya Izuku,05 Oct 2022
Bakugou Katsuki (mentioned),05 Oct 2022
Bakugou Katsuki,05 Oct 2022
Aizawa Shouta | Eraserhead,05 Oct 2022
Class 1-A (My Hero Academia),05 Oct 2022
Monoma Neito,05 Oct 2022
Kendou Itsuka,05 Oct 2022
Iida Tenya,05 Oct 2022
Mustard (My Hero Academia),05 Oct 2022
Class 1-B (My Hero Academia),05 Oct 2022
Bakugou Katsuki,05 Oct 2022
Kirishima Eijirou,05 Oct 2022
Midoriya Izuku,05 Oct 2022
Sensei | All For One,05 Oct 2022
Midoriya Hisashi,05 Oct 2022
Yagi Toshinori | All Might,05 Oct 2022
Midoriya Inko,05 Oct 2022
Danny Fenton,05 Oct 2022
mentioned Jazz Fenton - Character,05 Oct 2022
Mentioned Sam Manson - Character,05 Oct 2022
Mentioned Tucker Foley - Character,05 Oct 2022
Bakugou Katsuki,05 Oct 2022
Todoroki Shouto,05 Oct 2022
Class 1-A (My Hero Academia),05 Oct 2022
Class 1-B (My Hero Academia),05 Oct 2022
Takami Keigo | Hawks,05 Oct 2022
Bakugou Mitsuki,05 Oct 2022
Bakugou Masaru,05 Oct 2022
Kirishima Eijirou,05 Oct 2022
Bakugou Katsuki,05 Oct 2022
Midoriya Izuku,05 Oct 2022
Kaminari Denki,05 Oct 2022
Hatsume Mei (Mentioned),05 Oct 2022
Uraraka Ochako (mentioned),05 Oct 2022
Ashido Mina (mentioned),05 Oct 2022
Bakugou Katsuki,05 Oct 2022
Midoriya Izuku,05 Oct 2022
Class 1-A (My Hero Academia),05 Oct 2022
Todoroki Enji | Endeavor,05 Oct 2022
Yagi Toshinori | All Might,05 Oct 2022
Yamada Hizashi | Present Mic,05 Oct 2022
Nezu,05 Oct 2022
Kayama Nemuri | Midnight,05 Oct 2022
Shirakumo Oboro,05 Oct 2022
Aizawa Shouta | Eraserhead,05 Oct 2022
Bubaigawara Jin | Twice,05 Oct 2022
Sako Atsuhiro | Mr. Compress,05 Oct 2022
League of Villains (My Hero Academia),05 Oct 2022
Karasuma Tadaomi,03 Oct 2022
Tsukauchi Naomasa,03 Oct 2022
Aizawa Shouta | Eraserhead,03 Oct 2022
Yamada Hizashi | Present Mic,03 Oct 2022
Shiota Nagisa,03 Oct 2022
Akabane Karma,03 Oct 2022
Class 3-E (Assassination Classroom),03 Oct 2022
Shinsou Hitoshi,03 Oct 2022
Isogai Yuuma,03 Oct 2022
Nakamura Rio,03 Oct 2022
Horibe Itona,03 Oct 2022
Wild Wild Pussycats (My Hero Academia),03 Oct 2022
Takami Keigo | Hawks,03 Oct 2022
Terasaka Ryouma,03 Oct 2022
Kamihara Shinya | Edgeshot,03 Oct 2022
Hakamata Tsunagu | Best Jeanist,03 Oct 2022
Todoroki Shouto,03 Oct 2022
Nezu,03 Oct 2022
Midoriya Izuku,03 Oct 2022
Aizawa Shouta | Eraserhead,03 Oct 2022
Yagi Toshinori | All Might,03 Oct 2022
Bakugou Katsuki,03 Oct 2022
Class 1-A (My Hero Academia),03 Oct 2022
Bakugou Katsuki,03 Oct 2022
Dabi | Todoroki Touya,03 Oct 2022
Bakugou Mitsuki,03 Oct 2022
Bakugou Masaru,03 Oct 2022
Kaminari Denki,03 Oct 2022
Sero Hanta,03 Oct 2022
Kirishima Eijirou,03 Oct 2022
Todoroki Fuyumi,03 Oct 2022
Todoroki Natsuo,03 Oct 2022
Toga Himiko,03 Oct 2022
Todoroki Rei,03 Oct 2022
Yaoyorozu Momo,03 Oct 2022
Todoroki Shouto,03 Oct 2022
Eri (My Hero Academia),03 Oct 2022
Tatsuma Ryuuko | Ryuukyuu,03 Oct 2022
Todoroki Fuyumi,03 Oct 2022
Shinsou Hitoshi,03 Oct 2022
Monoma Neito,03 Oct 2022
Bakugou Katsuki,03 Oct 2022
Kaminari Denki,03 Oct 2022
Sero Hanta,03 Oct 2022
Ashido Mina,03 Oct 2022
Kirishima Eijirou,03 Oct 2022
Midoriya Izuku,03 Oct 2022
Midoriya Inko,03 Oct 2022
Midoriya Izuku,03 Oct 2022
Sensei | All For One,03 Oct 2022
Midoriya Izuku,03 Oct 2022
Flect Turn (My Hero Academia),03 Oct 2022
Bakugou Katsuki,03 Oct 2022
Todoroki Shouto,03 Oct 2022
Midoriya Izuku,03 Oct 2022
Dabi | Todoroki Touya,03 Oct 2022
Kurono Hari | Chronostasis,03 Oct 2022
Midoriya Izuku,02 Oct 2022
Original Characters,02 Oct 2022
Original Child Character(s),02 Oct 2022
Original Male Character(s),02 Oct 2022
Original Female Character(s),02 Oct 2022
Midoriya Izuku,03 Oct 2022
Uraraka Ochako,03 Oct 2022
Asui Tsuyu,03 Oct 2022
Aoyama Yuuga,03 Oct 2022
Todoroki Shouto,03 Oct 2022
Bakugou Katsuki,03 Oct 2022
Sero Hanta,03 Oct 2022
Kirishima Eijirou,03 Oct 2022
Kaminari Denki,03 Oct 2022
Ashido Mina,03 Oct 2022
Shinsou Hitoshi,03 Oct 2022
Utsushimi Camie,03 Oct 2022
Shigaraki Tomura | Shimura Tenko,03 Oct 2022
Dabi | Todoroki Touya,03 Oct 2022
Bubaigawara Jin | Twice,03 Oct 2022
Toga Himiko,03 Oct 2022
Bakugou Katsuki,03 Oct 2022
Original Characters,03 Oct 2022
Monoma Neito,03 Oct 2022
Shinsou Hitoshi,03 Oct 2022
Aizawa Shouta | Eraserhead,03 Oct 2022
Yamada Hizashi | Present Mic,03 Oct 2022
Kendou Itsuka,03 Oct 2022
Yaoyorozu Momo,03 Oct 2022
Original Characters,03 Oct 2022
Dabi | Todoroki Touya,03 Oct 2022
Todoroki Shouto,03 Oct 2022
Todoroki Rei,03 Oct 2022
Todoroki Fuyumi,03 Oct 2022
Todoroki Natsuo,03 Oct 2022
Bakugou Katsuki,03 Oct 2022
Yaoyorozu Momo,03 Oct 2022
Aizawa Shouta | Eraserhead,03 Oct 2022
Takami Keigo | Hawks,03 Oct 2022
Toga Himiko,03 Oct 2022
Tokoyami Fumikage,03 Oct 2022
Kaminari Denki,03 Oct 2022
Takami Keigo | Hawks,03 Oct 2022
Bakugou Katsuki,03 Oct 2022
Aizawa Shouta | Eraserhead,03 Oct 2022
Shouji Mezou,03 Oct 2022
Dabi | Todoroki Touya,03 Oct 2022
Sero Hanta,03 Oct 2022
Bakugou Katsuki,03 Oct 2022
Midoriya Izuku,03 Oct 2022
Kirishima Eijirou,03 Oct 2022
Aizawa Shouta | Eraserhead,03 Oct 2022
Iida Tenya,03 Oct 2022
Class 1-A (My Hero Academia),03 Oct 2022
Eri (My Hero Academia),03 Oct 2022
Pro Heroes (My Hero Academia),03 Oct 2022
League of Villains (My Hero Academia),03 Oct 2022
Original Characters,03 Oct 2022
Midoriya Izuku,03 Oct 2022
Yamada Hizashi | Present Mic,03 Oct 2022
Bakugou Katsuki,01 Oct 2022
Kirishima Eijirou,01 Oct 2022
Bakugou Katsuki,01 Oct 2022
Midoriya Izuku,01 Oct 2022
Original Child Character(s),01 Oct 2022
Sero Hanta,01 Oct 2022
Yaoyorozu Momo,01 Oct 2022
Midoriya Izuku,01 Oct 2022
Yagi Toshinori | All Might,01 Oct 2022
Uraraka Ochako,01 Oct 2022
Bakugou Katsuki,01 Oct 2022
Chisaki Kai | Overhaul,01 Oct 2022
Tatsuma Ryuuko | Ryuukyuu,01 Oct 2022
Todoroki Rei,01 Oct 2022
Aizawa Shouta | Eraserhead,01 Oct 2022
Yamada Hizashi | Present Mic,01 Oct 2022
Shinsou Hitoshi,01 Oct 2022
Aizawa Shouta | Eraserhead,01 Oct 2022
Kayama Nemuri | Midnight,01 Oct 2022
Bakugou Katsuki,01 Oct 2022
Midoriya Izuku,01 Oct 2022
Midoriya Izuku,01 Oct 2022
Sensei | All For One,01 Oct 2022
Dr. Tsubasa (My Hero Academia),01 Oct 2022
Amajiki Tamaki,01 Oct 2022
Toogata Mirio,01 Oct 2022
Background Original Characters,01 Oct 2022
Jirou Kyoka,01 Oct 2022
Bakugou Katsuki,01 Oct 2022
Aizawa Shouta | Eraserhead,01 Oct 2022
Yaoyorozu Momo,01 Oct 2022
Kaminari Denki,01 Oct 2022
Midoriya Izuku,01 Oct 2022
Todoroki Shouto,01 Oct 2022
Bakugou Katsuki,01 Oct 2022
Bakugou Mitsuki,01 Oct 2022
Bakugou Masaru,01 Oct 2022
Bakugou Katsuki's Family,01 Oct 2022
Midoriya Izuku,01 Oct 2022
Todoroki Shouto,01 Oct 2022
Bakugou Katsuki,01 Oct 2022
Kirishima Eijirou,01 Oct 2022
Uraraka Ochako,01 Oct 2022
Asui Tsuyu,01 Oct 2022
Todoroki Enji | Endeavor,01 Oct 2022
Todoroki Rei,01 Oct 2022
Yaoyorozu Momo,01 Oct 2022
Jirou Kyouka,01 Oct 2022
Dabi | Todoroki Touya,01 Oct 2022
Midoriya Inko,01 Oct 2022
Bakugou Katsuki,01 Oct 2022
Midoriya Izuku,01 Oct 2022
Todoroki Shouto,01 Oct 2022
Ashido Mina,01 Oct 2022
Uraraka Ochako,01 Oct 2022
Kirishima Eijirou,01 Oct 2022
Kaminari Denki,01 Oct 2022
Aizawa Shouta | Eraserhead,01 Oct 2022
Yagi Toshinori | All Might,01 Oct 2022
Iida Tenya,01 Oct 2022
Asui Tsuyu,01 Oct 2022
Class 1-A (My Hero Academia),01 Oct 2022
Midoriya Izuku,01 Oct 2022
Sensei | All For One,01 Oct 2022
Todoroki Shouto,01 Oct 2022
Bakugou Katsuki,01 Oct 2022
Midoriya Inko,01 Oct 2022
Shigaraki Tomura | Shimura Tenko,01 Oct 2022
Dabi | Todoroki Touya,01 Oct 2022
Midoriya Izuku,01 Oct 2022
Midoriya Izuku's Family,01 Oct 2022
Todoroki Shouto,01 Oct 2022
Todoroki Rei,01 Oct 2022
Dabi | Todoroki Touya,01 Oct 2022
Sensei | All For One,01 Oct 2022
Midoriya Inko,01 Oct 2022
,01 Oct 2022
Bakugou Katsuki,01 Oct 2022
Shinsou Hitoshi,01 Oct 2022
Kirishima Eijirou,01 Oct 2022
Kaminari Denki,01 Oct 2022
Sero Hanta,01 Oct 2022
Ashido Mina,01 Oct 2022
Bakugou Katsuki,28 Sep 2022
Uraraka Ochako,28 Sep 2022
Ashido Mina,28 Sep 2022
Kirishima Eijirou,28 Sep 2022
Midoriya Izuku,28 Sep 2022
Melissa Shield,28 Sep 2022
Bakugou Mitsuki,28 Sep 2022
Bakugou Masaru,28 Sep 2022
Midoriya Izuku,28 Sep 2022
Yaoyorozu Momo,28 Sep 2022
Hatsume Mei,28 Sep 2022
Original Characters,28 Sep 2022
Nedzu (My Hero Academia),28 Sep 2022
Kendou Itsuka,28 Sep 2022
Amajiki Tamaki,28 Sep 2022
Monoma Neito,28 Sep 2022
Aizawa Shouta | Eraserhead,28 Sep 2022
Kan Sekijirou | Vlad King,28 Sep 2022
Kayama Nemuri | Midnight,28 Sep 2022
Dabi | Todoroki Touya,28 Sep 2022
Shigaraki Tomura | Shimura Tenko,28 Sep 2022
Iguchi Shuuichi | Spinner,28 Sep 2022
Toga Himiko,28 Sep 2022
Bubaigawara Jin | Twice,28 Sep 2022
Kaminari Denki,28 Sep 2022
Kirishima Eijirou,28 Sep 2022
Bakugou Katsuki,28 Sep 2022
Midoriya Izuku,28 Sep 2022
Midoriya Izuku,28 Sep 2022
Shigaraki Tomura | Shimura Tenko,28 Sep 2022
Bakugou Katsuki,28 Sep 2022
Sero Hanta,28 Sep 2022
Todoroki Shouto,28 Sep 2022
Bakugou Katsuki,28 Sep 2022
Monoma Neito,28 Sep 2022
Class 1-A (My Hero Academia),28 Sep 2022
Class 1-B (My Hero Academia),28 Sep 2022
Shinsou Hitoshi,28 Sep 2022
Aizawa Shouta | Eraserhead,28 Sep 2022
Kan Sekijirou | Vlad King,28 Sep 2022
Original Characters,28 Sep 2022
Todoroki Enji | Endeavor,28 Sep 2022
Todoroki Rei,28 Sep 2022
Bubaigawara Jin | Twice,28 Sep 2022
Kurogiri (My Hero Academia),28 Sep 2022
Todoroki Shouto,28 Sep 2022
Dabi | Todoroki Touya,28 Sep 2022
Shigaraki Tomura | Shimura Tenko,28 Sep 2022
Toga Himiko,28 Sep 2022
Iguchi Shuuichi | Spinner,28 Sep 2022
Sako Atsuhiro | Mr. Compress,28 Sep 2022
Todoroki Natsuo,28 Sep 2022
Todoroki Fuyumi,28 Sep 2022
Hikiishi Kenji | Magne,28 Sep 2022
Midoriya Izuku,28 Sep 2022
Bakugou Katsuki,28 Sep 2022
Shinsou Hitoshi,28 Sep 2022
Aizawa Shouta | Eraserhead,28 Sep 2022
Bakugou Katsuki,28 Sep 2022
